column
31.97
33.0
34.0
34.0
34.13
35.52
35.76
36.0
37.92
38.0
38.0
38.85
39.0
39.0
39.14
39.6
39.75
40.0
40.0
40.0
40.0
40.0
40.0
40.0
40.3
40.41
40.49
40.65
41.0
41.0
41.0
41.0
41.08
41.13
41.13
41.29
41.5
41.6
41.68
42.0
42.0
42.08
42.08
42.08
42.08
42.1
42.28
43.0
43.0
43.0
43.0
43.0
43.0
43.0
43.12
43.2
43.2
43.3
43.44
44.0
44.0
44.0
44.06
44.33
44.41
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.16
45.26
46.0
46.0
46.0
46.0
46.0
46.0
46.3
46.35
46.35
46.38
46.38
46.38
46.57
46.6
46.8
46.9
47.0
47.0
47.0
47.0
47.0
47.0
47.1
47.64
47.79
48.0
48.0
48.0
48.0
48.0
48.0
48.0
48.0
48.0
48.0
48.5
48.7
48.92
49.0
49.0
49.0
49.0
49.0
49.0
49.0
49.0
49.23
50.0
50.0
50.0
50.0
50.0
50.0
50.0
50.0
50.0
50.0
50.0
50.0
50.0
50.0
50.0
50.0
50.0
50.0
50.0
50.0
50.0
50.16
50.32
50.5
50.55
50.59
50.67
50.74
51.0
51.0
51.0
51.0
51.0
51.0
51.1
51.16
51.5
51.51
51.56
51.59
51.63
51.93
52.0
52.0
52.0
52.0
52.0
52.0
52.0
52.0
52.0
52.0
52.0
52.0
52.0
52.0
52.0
52.0
52.0
52.04
52.16
52.57
52.57
52.6
52.72
52.73
53.0
53.0
53.0
53.0
53.0
53.0
53.0
53.0
53.0
53.09
53.28
53.8
53.97
54.0
54.0
54.0
54.0
54.0
54.0
54.0
54.0
54.0
54.0
54.03
54.03
54.19
54.33
54.4
54.55
54.66
54.9
55.0
55.0
55.0
55.0
55.0
55.0
55.0
55.0
55.0
55.0
55.0
55.0
55.0
55.0
55.0
55.0
55.0
55.0
55.0
55.0
55.0
55.0
55.0
55.24
55.5
55.5
55.59
56.0
56.0
56.0
56.0
56.0
56.0
56.0
56.02
56.35
56.4
56.4
56.7
56.73
57.0
57.0
57.0
57.0
57.0
57.0
57.0
57.0
57.4
57.42
57.42
57.5
57.68
57.88
58.0
58.0
58.0
58.0
58.0
58.0
58.0
58.0
58.0
58.0
58.0
58.0
58.0
58.0
58.0
58.0
58.14
58.2
58.38
58.5
58.55
58.57
58.8
58.98
59.0
59.0
59.0
59.0
59.0
59.0
59.0
59.0
59.0
59.0
59.0
59.0
59.0
59.0
59.16
59.4
59.47
59.5
59.54
59.98
60.0
60.0
60.0
60.0
60.0
60.0
60.0
60.0
60.0
60.0
60.0
60.0
60.0
60.0
60.0
60.0
60.0
60.0
60.0
60.0
60.0
60.0
60.0
60.0
60.0
60.0
60.0
60.02
60.12
60.31
60.77
60.79
60.83
60.86
61.0
61.0
61.0
61.0
61.0
61.0
61.5
61.5
61.79
62.0
62.0
62.3
62.5
62.5
62.5
62.59
62.72
63.0
63.0
63.0
63.0
63.0
63.0
63.0
63.0
63.0
63.28
63.3
63.4
63.6
63.7
63.75
63.84
64.0
64.0
64.0
64.0
64.0
64.2
64.23
64.3
64.5
64.5
64.6
64.6
64.68
64.8
65.0
65.0
65.0
65.0
65.0
65.0
65.0
65.0
65.0
65.0
65.0
65.0
65.0
65.0
65.0
65.15
65.15
65.15
65.15
65.57
65.65
65.8
66.0
66.0
66.0
66.0
66.5
66.5
67.0
67.0
67.0
67.0
67.0
67.0
67.0
67.0
67.0
67.0
67.15
67.3
67.7
68.0
68.0
68.0
68.0
68.0
68.0
68.0
68.0
68.14
68.97
69.0
69.9
69.9
70.0
70.0
70.0
70.0
70.0
70.0
70.0
70.0
70.0
70.0
70.0
70.0
70.25
70.25
70.61
71.0
71.0
71.0
71.0
71.0
72.0
72.0
72.0
72.0
72.0
72.04
72.8
72.91
73.0
73.6
74.0
74.0
74.53
75.0
75.0
75.0
75.0
75.0
75.0
75.0
75.0
75.0
75.1
75.1
76.0
76.71
77.6
77.74
78.0
78.48
79.0
79.39
80.0
80.0
80.0
80.76
80.96
80.96
82.0
82.0
83.3
84.0
84.66
85.0
86.0
87.0
88.0
90.0
91.0
91.0
96.13
98.75
100.65
105.0
105.0
108.0
108.86
111.0
112.0
112.95
114.21
116.0
117.0
119.0
119.0
127.6
127.6
177.0
