column
22.0
23.0
23.0
23.0
25.0
25.78
25.92
26.0
26.0
26.0
26.33
26.66
27.0
27.0
27.0
27.26
27.6
28.0
28.0
28.0
28.0
28.0
28.8
29.0
29.0
29.0
29.0
29.0
29.0
29.0
29.5
29.95
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.25
30.5
30.5
30.5
30.51
30.51
31.0
31.0
31.0
31.2
31.46
31.63
31.8
32.0
32.0
32.0
32.05
32.1
32.23
32.4
32.58
32.95
33.0
33.0
33.0
33.0
33.0
33.0
33.03
33.1
33.11
33.15
33.72
33.75
34.0
34.0
34.0
34.0
34.0
34.0
34.0
34.0
34.0
34.0
34.0
34.0
34.0
34.0
34.65
34.8
34.8
35.0
35.0
35.0
35.0
35.0
35.0
35.0
35.0
35.0
35.33
35.9
35.9
36.0
37.0
37.0
37.0
37.0
37.0
37.0
37.0
37.27
38.0
38.0
38.0
38.0
38.0
38.85
39.0
39.0
39.0
39.0
39.0
39.0
39.7
39.86
40.0
40.0
40.0
40.0
40.08
40.41
41.0
41.0
41.0
41.0
41.0
41.0
41.0
41.0
41.6
41.91
42.0
42.0
42.0
42.0
42.0
42.0
42.0
42.5
42.71
42.9
43.0
43.0
43.0
43.0
43.41
43.5
43.5
43.5
44.0
44.0
44.0
44.0
44.6
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.14
45.5
45.6
46.0
46.0
46.0
46.08
46.35
47.0
47.0
47.0
47.0
47.0
47.4
47.4
47.6
47.6
48.0
48.0
48.0
48.0
48.0
48.0
48.95
49.0
49.0
49.0
49.4
50.0
50.0
50.0
50.0
50.0
50.0
51.2
52.0
52.2
52.57
52.57
52.75
53.0
54.0
54.0
54.0
54.0
54.4
55.2
56.0
56.0
59.0
